range,song_name,artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
short_term,Girlfriend In A Coma - 2011 Remastered Version,The Smiths,0.126,https://api.spotify.com/v1/audio-analysis/01q4ccXbvPlCwZ1fPiFaeM,0.68,122760.0,0.626,01q4ccXbvPlCwZ1fPiFaeM,1.3e-06,7.0,0.0995,-8.519,1.0,0.0255,104.333,4.0,https://api.spotify.com/v1/tracks/01q4ccXbvPlCwZ1fPiFaeM,audio_features,spotify:track:01q4ccXbvPlCwZ1fPiFaeM,0.96
medium_term,simply put,Eluvium,0.729,https://api.spotify.com/v1/audio-analysis/2R63IrzRQU0lfL0LmY44XX,0.207,32000.0,0.0596,2R63IrzRQU0lfL0LmY44XX,0.933,7.0,0.154,-22.825,1.0,0.0424,67.564,3.0,https://api.spotify.com/v1/tracks/2R63IrzRQU0lfL0LmY44XX,audio_features,spotify:track:2R63IrzRQU0lfL0LmY44XX,0.0358
medium_term,Sunflower River Blues,John Fahey,0.864,https://api.spotify.com/v1/audio-analysis/1PAMHTdOQAmB7oxhVq2jUA,0.469,155600.0,0.307,1PAMHTdOQAmB7oxhVq2jUA,0.888,0.0,0.126,-13.792,1.0,0.0329,95.898,4.0,https://api.spotify.com/v1/tracks/1PAMHTdOQAmB7oxhVq2jUA,audio_features,spotify:track:1PAMHTdOQAmB7oxhVq2jUA,0.234
medium_term,When The Springtime Comes Again,John Fahey,0.957,https://api.spotify.com/v1/audio-analysis/4dMV2qfCWwQ6wayWOgcLjd,0.501,230493.0,0.153,4dMV2qfCWwQ6wayWOgcLjd,0.833,3.0,0.254,-17.974,1.0,0.0325,92.449,4.0,https://api.spotify.com/v1/tracks/4dMV2qfCWwQ6wayWOgcLjd,audio_features,spotify:track:4dMV2qfCWwQ6wayWOgcLjd,0.102
medium_term,Desire,Kamasi Washington,0.553,https://api.spotify.com/v1/audio-analysis/7KkpZSHhQXcecsB0Hgu4Wd,0.306,276910.0,0.65,7KkpZSHhQXcecsB0Hgu4Wd,0.776,0.0,0.136,-10.073,1.0,0.0448,88.088,4.0,https://api.spotify.com/v1/tracks/7KkpZSHhQXcecsB0Hgu4Wd,audio_features,spotify:track:7KkpZSHhQXcecsB0Hgu4Wd,0.374
medium_term,Requiem for Molly (Part 1),John Fahey,0.172,https://api.spotify.com/v1/audio-analysis/2Vj1sqIhcug8B3SZ4X4P3C,0.327,462000.0,0.451,2Vj1sqIhcug8B3SZ4X4P3C,0.866,0.0,0.0939,-12.028,1.0,0.0408,111.868,4.0,https://api.spotify.com/v1/tracks/2Vj1sqIhcug8B3SZ4X4P3C,audio_features,spotify:track:2Vj1sqIhcug8B3SZ4X4P3C,0.139
medium_term,Sligo River Blues,John Fahey,0.548,https://api.spotify.com/v1/audio-analysis/5f439jP7LDrwx0BX56hW60,0.449,153973.0,0.404,5f439jP7LDrwx0BX56hW60,0.865,0.0,0.09,-12.166,1.0,0.0424,135.922,4.0,https://api.spotify.com/v1/tracks/5f439jP7LDrwx0BX56hW60,audio_features,spotify:track:5f439jP7LDrwx0BX56hW60,0.413
medium_term,"Please, Please, Please Let Me Get What I Want - 2011 Remastered Version",The Smiths,0.534,https://api.spotify.com/v1/audio-analysis/6BrMEbPSSj55nQhkgf6DnE,0.241,112707.0,0.468,6BrMEbPSSj55nQhkgf6DnE,0.0,2.0,0.161,-9.579,1.0,0.0272,91.581,3.0,https://api.spotify.com/v1/tracks/6BrMEbPSSj55nQhkgf6DnE,audio_features,spotify:track:6BrMEbPSSj55nQhkgf6DnE,0.451
medium_term,Requiem For John Hurt,John Fahey,0.517,https://api.spotify.com/v1/audio-analysis/60EIxnylGxIXoMK43K1S33,0.189,310000.0,0.384,60EIxnylGxIXoMK43K1S33,0.834,0.0,0.103,-13.796,1.0,0.0338,102.255,4.0,https://api.spotify.com/v1/tracks/60EIxnylGxIXoMK43K1S33,audio_features,spotify:track:60EIxnylGxIXoMK43K1S33,0.183
medium_term,I Wanna Prove to You,The Lemon Twigs,0.465,https://api.spotify.com/v1/audio-analysis/7sjYzHb6IEQelfcG52hM28,0.392,221213.0,0.677,7sjYzHb6IEQelfcG52hM28,1.13e-05,2.0,0.16,-5.689,1.0,0.0343,94.213,4.0,https://api.spotify.com/v1/tracks/7sjYzHb6IEQelfcG52hM28,audio_features,spotify:track:7sjYzHb6IEQelfcG52hM28,0.377
medium_term,Afar,Harold Budd,0.989,https://api.spotify.com/v1/audio-analysis/2xYXPFalEjva3zI8ZYe2yQ,0.122,154933.0,0.0146,2xYXPFalEjva3zI8ZYe2yQ,0.947,1.0,0.0867,-25.559,1.0,0.0421,71.029,4.0,https://api.spotify.com/v1/tracks/2xYXPFalEjva3zI8ZYe2yQ,audio_features,spotify:track:2xYXPFalEjva3zI8ZYe2yQ,0.0335
medium_term,We Would Be Building - Instrumental,John Fahey,0.946,https://api.spotify.com/v1/audio-analysis/4lYeCDpXmiUZ5F1b7WiXQG,0.479,117240.0,0.0367,4lYeCDpXmiUZ5F1b7WiXQG,0.644,11.0,0.117,-12.468,1.0,0.0537,85.729,4.0,https://api.spotify.com/v1/tracks/4lYeCDpXmiUZ5F1b7WiXQG,audio_features,spotify:track:4lYeCDpXmiUZ5F1b7WiXQG,0.243
medium_term,In Christ There Is No East Or West,John Fahey,0.82,https://api.spotify.com/v1/audio-analysis/08Ufpd5mVtiHQneW23Rp3x,0.562,142000.0,0.19,08Ufpd5mVtiHQneW23Rp3x,0.92,11.0,0.108,-15.924,1.0,0.0524,156.623,4.0,https://api.spotify.com/v1/tracks/08Ufpd5mVtiHQneW23Rp3x,audio_features,spotify:track:08Ufpd5mVtiHQneW23Rp3x,0.387
medium_term,I Am,Jorja Smith,0.125,https://api.spotify.com/v1/audio-analysis/0DJBgBiYeSn6n1AXAkFVE8,0.542,208760.0,0.581,0DJBgBiYeSn6n1AXAkFVE8,8.01e-05,8.0,0.185,-5.753,0.0,0.271,73.792,4.0,https://api.spotify.com/v1/tracks/0DJBgBiYeSn6n1AXAkFVE8,audio_features,spotify:track:0DJBgBiYeSn6n1AXAkFVE8,0.298
medium_term,Reel Around The Fountain - 2011 Remastered Version,The Smiths,0.00507,https://api.spotify.com/v1/audio-analysis/5bSASu4W0HJx6CuG8rbRcA,0.67,359227.0,0.571,5bSASu4W0HJx6CuG8rbRcA,7.23e-05,9.0,0.124,-9.976,1.0,0.0255,109.905,4.0,https://api.spotify.com/v1/tracks/5bSASu4W0HJx6CuG8rbRcA,audio_features,spotify:track:5bSASu4W0HJx6CuG8rbRcA,0.899
medium_term,Joe Kirby Blues - Instrumental,John Fahey,0.902,https://api.spotify.com/v1/audio-analysis/3fHqL6RiBFFqktzhjUoL4T,0.457,189000.0,0.449,3fHqL6RiBFFqktzhjUoL4T,0.858,2.0,0.105,-10.125,0.0,0.085,206.686,3.0,https://api.spotify.com/v1/tracks/3fHqL6RiBFFqktzhjUoL4T,audio_features,spotify:track:3fHqL6RiBFFqktzhjUoL4T,0.28
medium_term,Back To The Old House - 2011 Remastered Version,The Smiths,0.0102,https://api.spotify.com/v1/audio-analysis/6LUGvXEAK8WxIBYK43uoTb,0.626,186627.0,0.488,6LUGvXEAK8WxIBYK43uoTb,0.000188,2.0,0.141,-7.805,1.0,0.0253,104.13,3.0,https://api.spotify.com/v1/tracks/6LUGvXEAK8WxIBYK43uoTb,audio_features,spotify:track:6LUGvXEAK8WxIBYK43uoTb,0.404
medium_term,My Needs - Instrumental,John Fahey,0.953,https://api.spotify.com/v1/audio-analysis/79C6R69JluQowRMa76Q3Oe,0.492,529293.0,0.0596,79C6R69JluQowRMa76Q3Oe,0.745,10.0,0.11,-17.667,1.0,0.128,79.457,4.0,https://api.spotify.com/v1/tracks/79C6R69JluQowRMa76Q3Oe,audio_features,spotify:track:79C6R69JluQowRMa76Q3Oe,0.0397
medium_term,This Night Has Opened My Eyes - 2011 Remastered Version,The Smiths,0.00102,https://api.spotify.com/v1/audio-analysis/2Yf0HjCklkx54C4wQzhvzH,0.696,221533.0,0.628,2Yf0HjCklkx54C4wQzhvzH,0.428,2.0,0.272,-8.407,1.0,0.0274,100.038,4.0,https://api.spotify.com/v1/tracks/2Yf0HjCklkx54C4wQzhvzH,audio_features,spotify:track:2Yf0HjCklkx54C4wQzhvzH,0.701
medium_term,Dark Red,Steve Lacy,0.449,https://api.spotify.com/v1/audio-analysis/37y7iDayfwm3WXn5BiAoRk,0.603,173104.0,0.783,37y7iDayfwm3WXn5BiAoRk,7.96e-06,6.0,0.119,-4.023,1.0,0.062,172.041,4.0,https://api.spotify.com/v1/tracks/37y7iDayfwm3WXn5BiAoRk,audio_features,spotify:track:37y7iDayfwm3WXn5BiAoRk,0.775
medium_term,Flaming Hot Cheetos,Clairo,0.878,https://api.spotify.com/v1/audio-analysis/6Q4oiVdxUveuaVEXWfephy,0.7,123341.0,0.387,6Q4oiVdxUveuaVEXWfephy,0.00026,7.0,0.0973,-15.38,0.0,0.194,110.068,4.0,https://api.spotify.com/v1/tracks/6Q4oiVdxUveuaVEXWfephy,audio_features,spotify:track:6Q4oiVdxUveuaVEXWfephy,0.171
medium_term,"Frankly, Mr. Shankly - 2011 Remastered Version",The Smiths,0.0709,https://api.spotify.com/v1/audio-analysis/1qIagqll7ZcgmiLTrtSvKc,0.713,138813.0,0.748,1qIagqll7ZcgmiLTrtSvKc,0.000397,4.0,0.156,-6.53,1.0,0.0251,111.556,4.0,https://api.spotify.com/v1/tracks/1qIagqll7ZcgmiLTrtSvKc,audio_features,spotify:track:1qIagqll7ZcgmiLTrtSvKc,0.924
medium_term,Sore,Emily Yacina,0.845,https://api.spotify.com/v1/audio-analysis/1wWGxZmbKqPfKLvKQzmcuK,0.483,208916.0,0.298,1wWGxZmbKqPfKLvKQzmcuK,0.0,4.0,0.1,-9.562,1.0,0.0253,99.894,4.0,https://api.spotify.com/v1/tracks/1wWGxZmbKqPfKLvKQzmcuK,audio_features,spotify:track:1wWGxZmbKqPfKLvKQzmcuK,0.0781
medium_term,Memories,kevatta,0.685,https://api.spotify.com/v1/audio-analysis/0HdAVnZAahxWXLDsrKRHrP,0.834,101433.0,0.423,0HdAVnZAahxWXLDsrKRHrP,0.18,7.0,0.503,-7.646,0.0,0.0975,90.015,4.0,https://api.spotify.com/v1/tracks/0HdAVnZAahxWXLDsrKRHrP,audio_features,spotify:track:0HdAVnZAahxWXLDsrKRHrP,0.765
medium_term,Widow,Cende,0.00038,https://api.spotify.com/v1/audio-analysis/0NXhxmIyp7iELotvFI3FbI,0.16,147587.0,0.994,0NXhxmIyp7iELotvFI3FbI,0.11,0.0,0.361,-4.238,1.0,0.282,193.348,4.0,https://api.spotify.com/v1/tracks/0NXhxmIyp7iELotvFI3FbI,audio_features,spotify:track:0NXhxmIyp7iELotvFI3FbI,0.354
medium_term,Brite Boy,(Sandy) Alex G,0.0937,https://api.spotify.com/v1/audio-analysis/19DXGGcr5hb3kh8BQtz4cE,0.454,150820.0,0.403,19DXGGcr5hb3kh8BQtz4cE,0.000592,11.0,0.168,-10.047,1.0,0.0353,91.997,4.0,https://api.spotify.com/v1/tracks/19DXGGcr5hb3kh8BQtz4cE,audio_features,spotify:track:19DXGGcr5hb3kh8BQtz4cE,0.535
medium_term,Is There a Place I Can Go,Trudy and the Romance,0.124,https://api.spotify.com/v1/audio-analysis/1zvdOpnTT7U3IQXq6vJHvJ,0.231,278413.0,0.454,1zvdOpnTT7U3IQXq6vJHvJ,0.162,3.0,0.097,-9.569,1.0,0.0384,199.63,3.0,https://api.spotify.com/v1/tracks/1zvdOpnTT7U3IQXq6vJHvJ,audio_features,spotify:track:1zvdOpnTT7U3IQXq6vJHvJ,0.263
medium_term,Knowledge,Kamasi Washington,0.643,https://api.spotify.com/v1/audio-analysis/2m9qCOrGUqNfi5ssNXktKp,0.217,231941.0,0.865,2m9qCOrGUqNfi5ssNXktKp,0.761,3.0,0.107,-6.719,1.0,0.161,77.548,4.0,https://api.spotify.com/v1/tracks/2m9qCOrGUqNfi5ssNXktKp,audio_features,spotify:track:2m9qCOrGUqNfi5ssNXktKp,0.365
medium_term,Integrity,Kamasi Washington,0.546,https://api.spotify.com/v1/audio-analysis/5k46C7aYLCMI0YnoQdohZf,0.344,227493.0,0.921,5k46C7aYLCMI0YnoQdohZf,0.919,2.0,0.236,-7.421,1.0,0.058,103.262,4.0,https://api.spotify.com/v1/tracks/5k46C7aYLCMI0YnoQdohZf,audio_features,spotify:track:5k46C7aYLCMI0YnoQdohZf,0.408
medium_term,Anymore,Porches,0.0863,https://api.spotify.com/v1/audio-analysis/60BWjqyLoCEpzhgsU79xe6,0.666,201235.0,0.768,60BWjqyLoCEpzhgsU79xe6,0.0914,11.0,0.137,-6.637,0.0,0.0355,109.931,3.0,https://api.spotify.com/v1/tracks/60BWjqyLoCEpzhgsU79xe6,audio_features,spotify:track:60BWjqyLoCEpzhgsU79xe6,0.149
medium_term,Sunflower River Blues,John Fahey,0.637,https://api.spotify.com/v1/audio-analysis/6CePeHbXmgwna8B5dC6xKV,0.357,200333.0,0.196,6CePeHbXmgwna8B5dC6xKV,0.727,5.0,0.0999,-20.353,1.0,0.045,91.286,4.0,https://api.spotify.com/v1/tracks/6CePeHbXmgwna8B5dC6xKV,audio_features,spotify:track:6CePeHbXmgwna8B5dC6xKV,0.109
medium_term,Slow Disco,St. Vincent,0.876,https://api.spotify.com/v1/audio-analysis/6xiTXiZhECholKGfvDormV,0.266,164720.0,0.308,6xiTXiZhECholKGfvDormV,0.0014,9.0,0.316,-12.83,1.0,0.041,55.479,4.0,https://api.spotify.com/v1/tracks/6xiTXiZhECholKGfvDormV,audio_features,spotify:track:6xiTXiZhECholKGfvDormV,0.116
medium_term,Over My Dead Body,Drake,0.746,https://api.spotify.com/v1/audio-analysis/749SJvmRHD43wFUnBtUJ36,0.53,272573.0,0.562,749SJvmRHD43wFUnBtUJ36,1.78e-06,1.0,0.18,-10.29,1.0,0.31,185.999,4.0,https://api.spotify.com/v1/tracks/749SJvmRHD43wFUnBtUJ36,audio_features,spotify:track:749SJvmRHD43wFUnBtUJ36,0.615
medium_term,It's Nothing,Lexie,0.603,https://api.spotify.com/v1/audio-analysis/7LrlP7A6iTfiSgFnt1fL9H,0.451,123755.0,0.614,7LrlP7A6iTfiSgFnt1fL9H,0.0344,9.0,0.212,-8.71,1.0,0.0358,115.054,3.0,https://api.spotify.com/v1/tracks/7LrlP7A6iTfiSgFnt1fL9H,audio_features,spotify:track:7LrlP7A6iTfiSgFnt1fL9H,0.524
medium_term,Now The Water,Porches,0.0526,https://api.spotify.com/v1/audio-analysis/18UbPh7x43Q2E6nkROZP5B,0.721,228357.0,0.836,18UbPh7x43Q2E6nkROZP5B,0.0306,6.0,0.074,-6.078,0.0,0.0374,119.992,4.0,https://api.spotify.com/v1/tracks/18UbPh7x43Q2E6nkROZP5B,audio_features,spotify:track:18UbPh7x43Q2E6nkROZP5B,0.969
medium_term,Over Everything,Courtney Barnett,0.114,https://api.spotify.com/v1/audio-analysis/1EvsBXlRgZaVzZ3unJ6yT6,0.542,379853.0,0.868,1EvsBXlRgZaVzZ3unJ6yT6,0.0224,11.0,0.356,-4.581,0.0,0.037,120.016,4.0,https://api.spotify.com/v1/tracks/1EvsBXlRgZaVzZ3unJ6yT6,audio_features,spotify:track:1EvsBXlRgZaVzZ3unJ6yT6,0.65
medium_term,6 Man,Drake,0.227,https://api.spotify.com/v1/audio-analysis/4kdfjhj9xNkYU0R8xlDy8k,0.798,167653.0,0.529,4kdfjhj9xNkYU0R8xlDy8k,0.0,8.0,0.114,-9.288,1.0,0.482,78.967,4.0,https://api.spotify.com/v1/tracks/4kdfjhj9xNkYU0R8xlDy8k,audio_features,spotify:track:4kdfjhj9xNkYU0R8xlDy8k,0.368
medium_term,TWTGA,Bing & Ruth,0.981,https://api.spotify.com/v1/audio-analysis/4ljALrblJ6OyrXFH0PzXwK,0.194,355524.0,0.086,4ljALrblJ6OyrXFH0PzXwK,0.967,10.0,0.119,-30.654,1.0,0.0445,68.439,4.0,https://api.spotify.com/v1/tracks/4ljALrblJ6OyrXFH0PzXwK,audio_features,spotify:track:4ljALrblJ6OyrXFH0PzXwK,0.104
medium_term,Impressions Of Susan - Instrumental,John Fahey,0.831,https://api.spotify.com/v1/audio-analysis/4mBbAEPSJNDN1Js16qTXOz,0.312,305867.0,0.557,4mBbAEPSJNDN1Js16qTXOz,0.833,10.0,0.328,-8.708,1.0,0.0292,95.208,4.0,https://api.spotify.com/v1/tracks/4mBbAEPSJNDN1Js16qTXOz,audio_features,spotify:track:4mBbAEPSJNDN1Js16qTXOz,0.216
medium_term,Ready,(Sandy) Alex G,0.506,https://api.spotify.com/v1/audio-analysis/5XAeRKx9SJ9hebSDU4muZs,0.65,260618.0,0.312,5XAeRKx9SJ9hebSDU4muZs,0.0019,7.0,0.28,-10.612,1.0,0.0326,115.889,3.0,https://api.spotify.com/v1/tracks/5XAeRKx9SJ9hebSDU4muZs,audio_features,spotify:track:5XAeRKx9SJ9hebSDU4muZs,0.139
medium_term,Thorns,(Sandy) Alex G,0.398,https://api.spotify.com/v1/audio-analysis/7xMWwvpUjihrid15USMtlw,0.569,170108.0,0.306,7xMWwvpUjihrid15USMtlw,0.0195,2.0,0.141,-14.128,1.0,0.0363,125.923,3.0,https://api.spotify.com/v1/tracks/7xMWwvpUjihrid15USMtlw,audio_features,spotify:track:7xMWwvpUjihrid15USMtlw,0.492
medium_term,Goodbye,Porches,0.29,https://api.spotify.com/v1/audio-analysis/0Cf8Juik1Rp1J7iFqxTUGK,0.452,166795.0,0.527,0Cf8Juik1Rp1J7iFqxTUGK,0.00214,2.0,0.102,-8.478,1.0,0.0375,115.052,5.0,https://api.spotify.com/v1/tracks/0Cf8Juik1Rp1J7iFqxTUGK,audio_features,spotify:track:0Cf8Juik1Rp1J7iFqxTUGK,0.363
medium_term,Stretch Out And Wait - 2011 Remastered Version Original Version,The Smiths,0.358,https://api.spotify.com/v1/audio-analysis/0Hpm3tUmlaQs2l517D5GAh,0.272,159933.0,0.498,0Hpm3tUmlaQs2l517D5GAh,0.0,4.0,0.137,-7.897,1.0,0.0403,177.536,3.0,https://api.spotify.com/v1/tracks/0Hpm3tUmlaQs2l517D5GAh,audio_features,spotify:track:0Hpm3tUmlaQs2l517D5GAh,0.266
medium_term,Always Returning - 2005 Digital Remaster,Brian Eno,0.687,https://api.spotify.com/v1/audio-analysis/1ps5sx71OhHiBVmGiKQSne,0.299,244187.0,0.114,1ps5sx71OhHiBVmGiKQSne,0.859,10.0,0.0764,-24.355,1.0,0.042,70.729,4.0,https://api.spotify.com/v1/tracks/1ps5sx71OhHiBVmGiKQSne,audio_features,spotify:track:1ps5sx71OhHiBVmGiKQSne,0.131
medium_term,Monad,chris cohen,0.167,https://api.spotify.com/v1/audio-analysis/2HQL3HW1lU9bC0n0LLv5os,0.577,258120.0,0.864,2HQL3HW1lU9bC0n0LLv5os,0.438,7.0,0.14,-5.922,1.0,0.0284,111.992,4.0,https://api.spotify.com/v1/tracks/2HQL3HW1lU9bC0n0LLv5os,audio_features,spotify:track:2HQL3HW1lU9bC0n0LLv5os,0.66
medium_term,Swimmer,Porches,0.788,https://api.spotify.com/v1/audio-analysis/2V3Nb4Rs5BxD8YfrtkBE7U,0.346,52983.0,0.174,2V3Nb4Rs5BxD8YfrtkBE7U,0.0,9.0,0.0735,-10.205,0.0,0.0434,135.593,1.0,https://api.spotify.com/v1/tracks/2V3Nb4Rs5BxD8YfrtkBE7U,audio_features,spotify:track:2V3Nb4Rs5BxD8YfrtkBE7U,0.253
medium_term,Little Women,Jepeto Solutions,0.955,https://api.spotify.com/v1/audio-analysis/2dP1fwST5LLjkNPKK0OV9x,0.59,150143.0,0.428,2dP1fwST5LLjkNPKK0OV9x,0.862,0.0,0.116,-12.045,1.0,0.0292,79.524,4.0,https://api.spotify.com/v1/tracks/2dP1fwST5LLjkNPKK0OV9x,audio_features,spotify:track:2dP1fwST5LLjkNPKK0OV9x,0.724
medium_term,In Us,Lexie,0.664,https://api.spotify.com/v1/audio-analysis/2gVDvl48ZsyS7D789VCCWd,0.548,102695.0,0.626,2gVDvl48ZsyS7D789VCCWd,0.22,11.0,0.083,-9.064,0.0,0.0288,152.084,4.0,https://api.spotify.com/v1/tracks/2gVDvl48ZsyS7D789VCCWd,audio_features,spotify:track:2gVDvl48ZsyS7D789VCCWd,0.942
medium_term,A Star,Emily Yacina,0.815,https://api.spotify.com/v1/audio-analysis/3QnCdQUxecjmJ3doxMfLBo,0.367,116013.0,0.223,3QnCdQUxecjmJ3doxMfLBo,0.0,7.0,0.115,-8.963,1.0,0.0282,85.138,3.0,https://api.spotify.com/v1/tracks/3QnCdQUxecjmJ3doxMfLBo,audio_features,spotify:track:3QnCdQUxecjmJ3doxMfLBo,0.138
